닉네임,날짜,내용,종목
이면진,2024-12-13T19:14:33+09:00,가즈앙,233740
씽코인,2024-12-13T15:21:34+09:00,저녁 밥,233740
싹둑이,2024-12-13T14:06:10+09:00,이빨 썩겠네ㅎㅎ 달다,233740
끼새친미,2024-12-13T14:03:54+09:00,탄핵 되면 다시올께요,233740
아키곽,2024-12-13T12:48:29+09:00,탄핵만이 살길이다,233740
냐오오오오오옹,2024-12-13T12:13:37+09:00,월욜에 흐르려나요...,233740
호랭이괴기,2024-12-13T09:34:39+09:00,ㆍ,233740
호랭이괴기,2024-12-13T09:01:51+09:00,튀어,233740
노샴노삶,2024-12-12T15:58:32+09:00,윤 사퇴거부 했네요 내일은 어떻게 될지,233740
구리구빠,2024-12-12T15:44:46+09:00,"네마녀의날이라 해서 조마조마했는데 상승으로 끝나서 다행이네요...외인들이 포지션을 상승으로 잡은듯
그나저나 언제 내평단까지 오려나...",233740
혀포려,2024-12-12T14:46:00+09:00,좋든 실든 증시에 기회,233740
씽코인,2024-12-12T13:51:26+09:00,점심 먹으러 감~,233740
씽코인,2024-12-12T13:41:25+09:00,진입,233740
단드류,2024-12-12T13:17:46+09:00,종가베팅간다,233740
올라가자아어,2024-12-12T13:03:31+09:00,아침에 안나간게 한이다 ㅎ,233740
주식고수희재,2024-12-12T10:39:32+09:00,아쉽지만 그릇만큼 먹는거지,233740
깅칭찡갱,2024-12-12T10:18:05+09:00,담주 월요일 또 와볼게여,233740
집나간원금을찾아요,2024-12-12T09:34:28+09:00,"오늘 만기일(네 마녀의 날)이라 변동성 큽니다
저는 그릇이 작아서 피해있다 올게요",233740
미국은신,2024-12-12T09:18:58+09:00,진짜 아팠다 후,233740
포항힝,2024-12-12T09:16:23+09:00,여러분들 애국합시다 한국경제 살아나야죠!!,233740
고점매수전문입니다,2024-12-12T09:04:18+09:00,좀만 힘내 ㅠ,233740
푸두감자,2025-01-10T12:34:30+09:00,"용돈으로 조금씩 ISA랑 직투로 모으는 주린이입니다
SPLG -> 직투 매일 3천원
KODEX나스닥100 etf ->isa 매주 2만원
SOL미국테크top10 etf ->isa 매주 2만원
으로 분산돼있는데 하나에 몰빵하는게 좋을까요?
지금 21살이고 졸업후 취업가능합니다 간호학과라,,
묻어두고 나중에 보고싶은데 splg는 수익률이 너무 낮을거 같아서요...
근데 나스닥이랑 빅테크10은 결이 같은거 같은데 어떤거 사는게 나을까요 ??
글고 시드가 적은데 분산투자 2개 3개 하는게 의미가 있나요",379810
재산왕,2025-01-10T09:45:23+09:00,큰일났다...,379810
SpaceCowboy,2025-01-09T19:06:01+09:00,안녕하세요,379810
무지성VOOQQQ적립러,2025-01-08T10:27:45+09:00,#KODEX_미국나스닥100TR 기록용,379810
킥보드슝슝,2025-01-08T03:11:47+09:00,"Isa 계좌를 만들면 3년을 채워야하는걸로 알고있는데 개인적인 이유로 2년정도까지만 모을수있을것같아
Qqq voo 달러로 구매할지 아니면 이걸로 모아갈지 어떤게 좋을지 의견부탁드립니다!",379810
젖주아래,2025-01-07T16:02:54+09:00,이건 꼴이 왜 이럽니까,379810
부자부부자부,2025-01-07T14:55:05+09:00,"Isa 계좌로 Kodex tr 사도 될까요??
둘다 10년이상 모으려고 합니다
주식은 처음이라 조언부탁드립니다",379810
테슬리로부자되기,2025-01-07T11:14:14+09:00,슛,379810
토끼귀걸이,2025-01-06T09:20:39+09:00,이거 어차피 배당재투자면 isa계좌에서 구입하는 이득이 있나요?,379810
박카스88,2025-01-05T23:58:20+09:00,이거 모으기 할려는데 장투로 갈려면 isa보다 연금저축이 낫겠죠??,379810
줍기장인입니다,2025-01-04T08:51:48+09:00,"isa계좌에 이거모으기 vs 달러로 환전하고 나스닥 qqq모아가기

당장의 환율, 수수료 고려 없이 장기적으로 뭐가좋나요,",379810
코렐리,2025-01-03T07:22:51+09:00,TR이 배당재투자죠?,379810
재산왕,2025-01-02T17:19:56+09:00,"슬슬 쫄리누
평단에 다가오는데 우째야하뉴",379810
불로소득월400,2025-01-02T16:18:53+09:00,미국아 아프디마ㅠㅠ,379810
탈퇴한회원4244840,2025-01-02T12:01:29+09:00,추가로 담아야징~,379810
더블배럴샷건,2025-01-01T22:46:49+09:00,"올해분 퇴직금 들어온것 70퍼는 이걸로 시작합니다~
에센피tr에 이제 나스닥tr도 같이 담아야겠어요.
단기적으로 오르내리락 있겠지만 퇴직연금으로 15년 이상 볼때는 무적이라 믿습니다!
경제전망이 말이 많지만 주주님들 모두 새해에 더 부자 되시길 기원합니다!",379810
동물칭쿠칭쿠,2025-01-01T20:36:15+09:00,ㅎㅎ,379810
윳튜부,2024-12-30T14:27:12+09:00,배당금 주는걸로 안사고 이걸로 산 분들 이유가 있나요?? 궁금,379810
Snowmans,2024-12-30T09:04:14+09:00,버틸만하네,379810
하바나2,2024-12-27T10:53:11+09:00,"개인연금 4년째 매달 무지성 적립
퇴직연금 올해 시작",379810
돌두부,2024-12-26T17:53:27+09:00,"10년뒤 20년뒤면
얘들도 액분 할까요?
한국이 그런걸 할지",379810
파란물결빨간물결,2024-12-26T16:26:14+09:00,Feat.첫째,379810
파란물결빨간물결,2024-12-26T16:24:20+09:00,놔두면 오릅니다(feat 둘째딸).. 근데 환헤지가 의미가 있나 하는 생각이 자꾸 듭니다 ㅋㅋㅋㅋㅋ 1500을 볼꺼 같은 기분이죠?,379810
노랑아빠,2024-12-26T15:59:35+09:00,21000원대...!!,379810
카피충,2024-12-26T15:05:04+09:00,ㄷㄷㄷㄷㄷㄷ,379810
인생백수,2024-12-26T12:06:35+09:00,굳굳,379810
시골수의사,2024-12-26T10:39:42+09:00,달러가오르고있어..,379810
게미너,2024-12-26T10:04:36+09:00,나스닥은 신이야,379810
게으름만세,2024-12-26T10:02:09+09:00,캬!,379810
쿠빌라잉,2024-12-25T00:16:54+09:00,기다려지는구만📈,379810
막시무스데시무스,2024-12-24T22:35:03+09:00,"선배님들 내년1월에 dc로 바꾸면서 7천정도가 생기는데 나스닥100tr에 70퍼 박고 나머지 30 안전자산에 묶으려는데 현재나이 35살 55세에받을수있으니 장기로 봤을때 괜찮을까요?
그리고 이종목이 아니더라도 다른종목 추천해주시면 감사하겠습니다~",379810
욕심을내리고,2024-12-24T12:27:24+09:00,"나스닥은 0.9
얘는 0.1

뭐죠?",379810
욕심을내리고,2024-12-24T12:14:17+09:00,추매,379810
Snowmans,2024-12-24T10:52:11+09:00,이거 지수추종 맞나 싶을 정도로 안오른데?,379810
아나느,2024-12-24T09:54:55+09:00,qqq 0.9퍼 올랏는데 왜 안오름?,379810
주리니가즈아아,2024-12-24T09:40:28+09:00,리밸런싱 아직 안했나? 지수추종이 다른데??,379810
무지성VOOQQQ적립러,2024-12-20T16:59:26+09:00,"ISA 신한은행 > 삼성증권 이전 후 50만원 적립식 매수
#KODEX_미국나스닥100TR 화이팅",379810
욕심을내리고,2024-12-20T10:53:25+09:00,추매,379810
LAGAVULIN,2024-12-20T10:06:28+09:00,"퇴직연금, 개인연금에 있는거 다 뺐음
조금 밑에서 다시 올게요~",379810
욕심을내리고,2024-12-20T09:55:14+09:00,하락세가 언제까지 갈까요?,379810
엘린2,2024-12-19T16:00:27+09:00,그냥사는거지,379810
행운의길잡이300,2024-12-19T09:28:33+09:00,"저는 가끔 커뮤글이나 정보보려고 토스증권쓰는데, 구매는 미래에셋 isa로 하고 있는데 잘하고 있는 거겠죠??.. 더 떨어지면 추매갑니다잉",379810
욕심을내리고,2024-12-19T09:25:20+09:00,기회,379810
감자탕집오,2024-12-19T09:10:15+09:00,떨어져봐~ 추매하면 그만이야~~,379810
노랑아빠,2024-12-19T08:19:12+09:00,"슬프지만
밤대로 오늘같은날 줍줍으로 수량 늘리기..!",379810
쭈린쭈리,2024-12-18T21:55:05+09:00,"궁금한게있는데 이거 국내상장 해외etf 맞나요?
맞으면 미국주식처럼 250만원만공제되는거 아니고 더되죠?",379810
하바나2,2024-12-18T14:18:59+09:00,"14,014원 1,579주 +50%",379810
SANSWOW,2024-12-17T11:23:27+09:00,단기적인 하락장 같은거에 흔들리지만 않으면 됩니다. 끝까지 버티면 결국 나스닥이 이깁니다.,379810
재산왕,2024-12-17T10:12:39+09:00,"나스닥은 신이네
분명 조정이오고 하락도 하겠지만 대단하다..",379810
노랑아빠,2024-12-16T12:39:48+09:00,"딸내미 용돈받은거..
연저펀에 매수
20770/6주",379810
푸바오내꺼,2024-12-16T10:12:50+09:00,증권어플로 사는게 좋나요,379810
파란물결빨간물결,2024-12-16T09:10:02+09:00,둘째딸꺼 인데.. 그냥 사두면 오릅니다.. 우린 시간에 투자하면 되요,379810
와룡봉,2024-12-13T11:03:40+09:00,"세금으로 15%나??
이거 원래 이런거임?",379810
테슬리로부자되기,2024-12-13T10:48:28+09:00,"병원 다녀옴

병원비 15만원 나옴.. ㅠ",379810
엘린2,2024-12-13T10:30:47+09:00,이유가없다,379810
로도코코스,2024-12-13T08:33:45+09:00,"🚀 TIGER, KODEX, ACE, RISE! 나스닥 100 ETF, 이거 한 방에 비교 끝! 🎯
📈 수익률 & 수수료: 다 비슷합니다!
✅ 결론: 선호도에 따라 선택하세요! (안봐도 될정도ㅋ)
🏆 TIGER 나스닥100: 주가가 보여주는 상징성과 긴 역사!
👉 https://rhodococcus.tistory.com/44",379810
게미너,2024-12-12T20:05:41+09:00,짭짤하다 맛있다,379810
유먕이,2024-12-12T12:39:11+09:00,"지금 들어가도 되나요? 환율도 높아서,,",379810
WhatsyourETF,2024-12-12T12:38:49+09:00,너무 고점이라 드가기도 무섭네,379810
재산왕,2024-12-12T12:14:10+09:00,평단 20.500원인데 한 번 뺐다가 하락하는날 다시 넣는게 좋을까요???,379810
테슬리로부자되기,2024-12-12T10:13:05+09:00,나스닥의 정상화,379810
비트주식킹,2024-12-12T09:20:59+09:00,뭐다?,379810
감자탕집오,2024-12-12T09:09:47+09:00,고점을 뚫을 나의 주식이....,379810
미국중소기업전도사,2024-12-12T07:42:08+09:00,"2021년 7월 ISA 서민형 계좌를 사회초년생때 가입했습니다.

3년 의무기간을 채우고 어제 ISA계좌를 해지했습니다.

지난 3년 ISA계좌 총 수익은 11,891,185원이었습니다. 수익률은 3년동안 33.13프로 였습니다. 여기어 비과세 400만원 혜택이면 상당히 괜찮다고 생각합니다.

KODEX나스닥100은 총 210주 보유하였었고 매달 10주씩 적립매수 했습니다.

아래 자세한 해지후기를 적었습니다.
많은 도움이 되시길 바랍니다!!",379810
노랑아빠,2024-12-12T07:28:47+09:00,오늘 너무 기대된다~^^,379810
서대리입니다만,2025-01-09T23:02:10+09:00,ACE s&p 500 (h)상품 있는걸로 아는데 토스증권에는 없는건가요..?,360200
무능한공무원,2025-01-06T21:00:56+09:00,"처음하는 주식이라 뭘 모르고 조금 넣어봤는데
토스로 사면 세금떼인다고 안된다고 하시더라구요..
세금이 안뜨는데 소액이라 괜찮은 걸까요?
토스가 아니라 다른 어플이 있나요?
궁금해서 글 올립니다.",360200
일개미5,2025-01-06T12:38:55+09:00,1년 적립 ㅎ,360200
원래목적은장투인투기꾼,2025-01-05T01:29:33+09:00,"월가의 NZBA 탈퇴와 화석연료 투자
https://m.blog.naver.com/allen_0430/223714963479",360200
원래목적은장투인투기꾼,2025-01-02T20:40:31+09:00,"S&P 500 2025 연말 예측_Yahoo finance(2025/1/1 기사[1])
https://m.blog.naver.com/allen_0430/223712393510


2025 미국 기술주 전망_Yahoo Finance(2025/1/1 기사[2])


S&P 500 GDP 수익률(2025/1/1 기사[3])",360200
숨냐룽,2025-01-01T23:10:10+09:00,"Isa계좌 파서 3년 매달 80씩 모으기에 괜찮나요?
직투보다 이게 더 낫겠지요",360200
주식이처음이얌,2024-12-31T00:34:50+09:00,아까워라.....ㅠ.ㅠ,360200
투자의기준,2024-12-30T13:33:12+09:00,Simple is the best,360200
수학책,2024-12-24T02:04:32+09:00,기록용,360200
애쓰던마틴,2024-12-23T22:58:07+09:00,"대부분의 경우, 12월 24일에는 소폭의 상승세를 보였으나, 2018년, 2022년에는 하락을 기록했습니다.
참고: 12월 24일이 주말인 경우, 해당 연도의 마지막 거래일을 기준으로 했습니다


더 많은 글은 블로그에",360200
로도코코스,2024-12-22T14:02:57+09:00,"🔍국내 S&P500 ETF 통합 총정리!
💰환노출 vs 환헤지
📈특별한 전략 상품: 커버드콜, 동일가중, 선물 ETF, 레버리지
📊수수료, 순자산, 배당 전략까지 한눈에 비교!
👉https://rhodococcus.tistory.com/88",360200
시흥맨요,2024-12-20T22:23:26+09:00,"ACE는 확실히 글로벌 상품이 괜찮고 다양한 것 같네요
많기도 하지만 수익률도 나쁘지 않고..",360200
zeewqw,2024-12-20T14:45:47+09:00,"아니 타이거처럼 시총 1위도 아니고, RISE 처럼 실 부담비용이 저렴한 것도 아닌 가장 애매한 포지션 같은데 ACE 는 왜 사시나요?",360200
돌고래니,2024-12-19T06:40:44+09:00,오늘 빠지겠죠?ㅠ,360200
Catlove,2024-12-18T10:59:50+09:00,"잠시 변동성 큰 곳에서 놀다오겠습니당
2년동안 신세졌고 조용해지면 다시올게✨️",360200
고귿극,2024-12-17T11:22:53+09:00,"토스를통해 주식을알게되었습니다
많은분들이 isa계좌를말씀하시는데 그냥1금융 아무곳에서나 가입하면되나요??",360200
김취좋아,2024-12-13T09:53:41+09:00,모으기 하시는 주주님들께서는 며칠마다 얼마씩 모으기 하시나요!?,360200
행운님88,2024-12-13T09:38:03+09:00,"주린인데 질문 드립니다
여긴 판매시 15.4프로 세금 빠지면
추후 더 납부할 세금은 없는거죠?
미장 원래 250만원 제외하고 5월 양소득세 납부가
있는데 얘는 없는거죠?",360200
흑우흑우흐구구,2024-12-13T09:08:34+09:00,S&P500은 무적이야,360200
하하하이이이요,2024-12-12T21:32:14+09:00,"토스증권에서 해외 추종 주식 사면 세금 엄청 많이 낸다고 하던데 왜 세금 0원이라고 뜰까요!!
알려주실 분 찾습니다! 🥺🩵🩵",360200
존버는승리v,2025-01-08T13:54:14+09:00,"매력적인 금액인데....
차이나야 힘좀써보자!!",371460
오백이원,2025-01-08T13:08:38+09:00,1000주 만들기,371460
토쓰쥔핑,2025-01-06T20:56:31+09:00,이거 작살낼텐데 언능들 탈출해,371460
황금마차,2025-01-06T09:02:10+09:00,오늘 떨어지면 9천원선 무너진다….,371460
레알마드리드구단주인,2025-01-04T22:21:20+09:00,경쟁,371460
레알마드리드구단주인,2024-12-31T20:13:54+09:00,"헛둘 헛둘
조교의 복창",371460
버터린,2024-12-30T13:20:03+09:00,쳐오루자 빨갱아,371460
존버는승리v,2024-12-27T11:12:31+09:00,"차이나전기차야~
일단 다시 1만 뚫고 이젠 좀 달려보자고!! 렛츠고ㄱㄱㄱ
20,000원 찍었었자나!!",371460
휴가입니다,2024-12-23T14:06:13+09:00,"솔직히 지루하다
언제까지 돈이 묶어서 ㅎㅎ
오늘은 수익 좀",371460
일희일비할거면하지말자,2024-12-20T14:38:48+09:00,고맙다. 오늘도 국장 주구장창 내리는데 이렇게 선방하니 고마울 따름이다.,371460
황금마차,2024-12-19T10:43:36+09:00,"미국장이 죽쑤는 날엔 반대로 흥하는 중국장 차이나전기차!
온통 시퍼렇게 멍든 오늘도 너만 빨개~ㅋㅋ",371460
일희일비할거면하지말자,2024-12-19T09:20:19+09:00,"나스닥, 국장 폭망 분위기인데 오늘 망하네 내일 망하네 해도 중국 전기차가 제일 선방하네.
고맙다.",371460
일희일비할거면하지말자,2024-12-18T09:13:31+09:00,"곧 전세계 자동차 생산량의 반이 made in China로 될거라는데 우리는 차이나전기차 주식만 들고 있으면 일은 중국사람들이 다 하는거 맞죠?
생각한대로만 되면 세상일이 참 쉬워요.
그리 안되서 문제지.",371460
저스트라잇나우,2024-12-16T16:53:15+09:00,"9천원대에서 이랬다 저랬다 왔다갔다~
만원 좀 확 넘었으면..
중국 내수 경기가 안좋다던데..
그래서 그런가",371460
황금마차,2024-12-16T09:39:27+09:00,두달내내 9천원 초반 박스권이네,371460
아키곽,2024-12-13T12:49:33+09:00,가즈아 나오면 아직 더 떨어져야 한다는 ㅜㅜ,371460
존버는승리v,2024-12-12T13:52:21+09:00,가즈아 차이나전기차!!!!,371460
안녕난주린이얌,2025-01-11T06:59:29+09:00,"주린이예요 주식하다 너무 머리아파서 여기적금처럼 넣고싶은데
여기 직투가나은지 아니면isa계좌 만드는게 나은가요?isa계좌로 투자하면 수익 세2000만원까지 세금 안내는건가요?은행에 저금만하다가 이율도 작고 주식은 리스크가커서 펀드나 etf알아보는데 어떤게나을까요옹~",367380
일개미5,2025-01-06T12:38:34+09:00,1년 적립ㅎ,367380
아닥하고자동모으기,2025-01-05T18:53:39+09:00,잘 먹고 갑니다!,367380
티티지지,2025-01-02T22:02:38+09:00,연저 나스닥은 너로 정했다,367380
머니세이버,2024-12-26T08:10:49+09:00,"투자하실 때 실제 부담비용, 운용성과 등 참고하셔서 도움 되셨으면 합니다

자세한 정보는 아래에 더 많이 있습니다.

https://m.blog.naver.com/money_saver777/223705286015",367380
수학책,2024-12-23T10:06:32+09:00,ㅎㅇㅌ,367380
zeewqw,2024-12-20T14:46:14+09:00,"아니 타이거처럼 시총 1위도 아니고, RISE 처럼 실 부담비용이 저렴한 것도 아닌 가장 애매한 포지션 같은데 ACE 는 왜 사시나요?",367380
로도코코스,2024-12-17T09:41:27+09:00,"🚀 TIGER, KODEX, ACE, RISE! 나스닥 100 ETF, 이거 한 방에 비교 끝! 🎯
📈 수익률 & 수수료: 다 비슷합니다!
✅ 결론: 선호도에 따라 선택하세요! (안봐도 될정도ㅋ)
🏆 TIGER 나스닥100: 주가가 보여주는 상징성과 긴 역사!
👉 https://rhodococcus.tistory.com/44",367380
십투기꾼,2025-01-09T12:49:14+09:00,목표가 17000원,229200
hwkang,2025-01-07T16:40:27+09:00,"원래 -10% 이었는데 많이왔다
좀만 더 올라줘잉",229200
신아89,2025-01-07T16:15:37+09:00,일봉 골크는 벌써 진행됐고 더 큰 도약을 준비중입니다^^,229200
해뤼리,2025-01-03T13:23:57+09:00,.,229200
JOOR1NI,2025-01-03T13:16:30+09:00,올해는 잘 올랐으면 좋겠넹,229200
뽐이쓱,2025-01-03T12:30:48+09:00,.,229200
thedetail,2025-01-03T11:27:59+09:00,🥝,229200
신아89,2025-01-02T11:29:01+09:00,이친구가 살아나야 하는데...,229200
익절옳다,2024-12-18T08:49:24+09:00,"국장은 하는게아닌듯
미장하루만에 천프로도 나오고
이삼십프로는 기본임…",229200
한밤의염원,2024-12-16T10:45:47+09:00,거듭된 괴리율에 지쳐 내려놓습니다..ㅠ 성투되시길,229200
한밤의염원,2024-12-16T09:34:02+09:00,;;;,229200
한밤의염원,2024-12-16T09:31:26+09:00,일주일 넘게 괴리율 0.1~2% 차이나는 정도는 참았는데 저번에 괴리율 2%정도 생긴것도 그렇고 오늘도 장 시작 30분만에 0.5%는 심각하다고 생각해요. 금감원에 신고하고싶은데 절차가 너무 복잡해서 어떤 버튼을 눌러야하는지 모르겠어요. 혹시 이방면으로 잘 아시는분?,229200
김떡베,2024-12-15T14:57:05+09:00,.,229200
완라라,2024-12-13T15:22:15+09:00,구조대로 복구,229200
한밤의염원,2024-12-13T15:12:05+09:00,에효...ㅠㅠㅠㅠ,229200
이런젠젠젱장,2024-12-13T14:37:13+09:00,장 막판되니 흐르네ㅋㅋㅋ,229200
완라라,2024-12-13T13:56:22+09:00,재 슈팅각,229200
병1지,2024-12-12T14:08:44+09:00,진입,229200
돈벌고싶은바규,2024-12-12T09:09:47+09:00,"퇴직연금계좌
평단 11,055
잔량 100주중 50주매도",229200
주식하는함싼,2025-01-10T16:39:52+09:00,장난이 심한거 아니오?,252670
주식돔황챠,2025-01-10T13:49:07+09:00,사팔사팔해서 15000원 야미... 커피 잘 먹을게요,252670
올라가자아어,2025-01-10T12:44:22+09:00,겁나 안가네,252670
이얏토옹,2025-01-10T10:22:43+09:00,다음주까지 지켜봐야되나..,252670
1초당10억,2025-01-09T11:49:02+09:00,"마지막 객기입니다.

지금 코스피는 ""화광반조"" 라고 생각.

2305 무너지면 손절.",252670
마왕존버,2025-01-09T10:54:07+09:00,시동걸어봅시다. 20만주까지 100회 분할매수.,252670
리차드DG,2025-01-09T10:45:04+09:00,"공항 가면 해외여행객들이 바글바글 한데
경제가 어디가 박살 났다는 건지
빈익빈 부익부가 심화 되는 거지
연말 보너스도 잘 나오고
젊은 직원들 죄다 테슬라 몰고 다니고
좀 밖을 다니세요
좌파 우파 헛소리 기사 좀 보지말고요
기업들 허리띠 졸라맨다는 거는
직원들 상여금 덜 주려는 쇼 입니다",252670
도기도동,2025-01-09T10:37:40+09:00,.,252670
김뜌장군,2025-01-09T10:27:39+09:00,"뭔가 말이안됩니다

지금 경제가 개박살이 났는데 코스피가 오르고 있다는게

분명 세력이 존재합니다. 언젠간 터질거라 확답합니다

그래서 전 떨어질때마다 추매합니다",252670
1초당10억,2025-01-09T10:15:15+09:00,"아무리 봐도 속고 있는 기분이라.

모르겠습니다. 말도 안돼...",252670
주식돔황챠,2025-01-09T10:09:31+09:00,.,252670
흑우라이더,2025-01-08T13:55:04+09:00,슬슬 줘 담아야겠농..??,252670
개냥이선수,2025-01-08T13:17:21+09:00,국장이 오를리가 없는데,252670
1초당10억,2025-01-08T12:24:27+09:00,손절가 2305,252670
1초당10억,2025-01-08T11:43:49+09:00,"차트상 깨진 건 사실인데 ..
긴가 민가 합니다.",252670
주식돔황챠,2025-01-08T10:38:02+09:00,아 로스컷 걸렸네,252670
1초당10억,2025-01-08T09:42:40+09:00,실시간 대응 못하는게 한이네요.,252670
됴리뿅,2025-01-08T05:55:24+09:00,오늘 코스피 마2만 좀 어떻게 안되나,252670
초심자의촉,2025-01-07T21:31:51+09:00,성공,252670
됴리뿅,2025-01-07T13:03:18+09:00,2320원 손절하였지만 다시 진입 추세 꺾인듯 ces기대갬 소멸 7일만 들고 있어봄,252670
1초당10억,2025-01-07T12:15:07+09:00,"느끼지만 PT 정말 못한다.

트럼프 관세 뉴스 -> 가짜 뉴스
엔비디아 시장 기대치 너무 높음 -> 실망 매물

내일 삼성 실적 까지 보고 인버스 정리 또는 홀딩 정하겠습니다.",252670
월배당일억,2025-01-07T11:48:11+09:00,커피값,252670
먼저내리세요,2025-01-07T10:27:05+09:00,"얼른 올라 타세요
오늘이 저점입니다 ~~",252670
소노옹,2025-01-07T10:26:45+09:00,"하루떨어지고 하루올라가고 일희일비
하지않고 기다린다
나라 진짜 꼴이 말이아닌데..",252670
됴리뿅,2025-01-07T10:02:45+09:00,절반 손절 후 니케이 숏으로 이동,252670
상계동코인아저씨,2025-01-07T09:09:29+09:00,이건 좀 과하지,252670
212맨원,2025-01-06T14:53:19+09:00,국장아 미안해 내일은 떨어질거 같아서 2385에 진입 ㅠㅠ,252670
올라가자아어,2025-01-06T14:41:13+09:00,입장,252670
30살파이어족,2025-01-06T14:26:43+09:00,흠..,252670
단벌아재,2025-01-06T13:59:48+09:00,사봤어유,252670
1초당10억,2025-01-06T13:45:33+09:00,"출장 이라 실시간 대응을 못했네

차트상 종가 기준 2,390원 이하면 비중 20% 정리

그게 아니라면 홀딩.

오늘 선물 외인 매수세가 강해서 상승세 같지만

외인 선물 포지션은 아직 코스피 하락 배팅 중",252670
됴리뿅,2025-01-06T13:36:43+09:00,마지막 물타기 더이상 안함~,252670
됴리뿅,2025-01-06T10:32:24+09:00,물타기공법,252670
1초당10억,2025-01-06T09:39:59+09:00,"다음 주 오겠습니다.
목표가 3,100원

외인 / 개인 = 코스피 하락 배팅
기관 = 코스피 상승 배팅",252670
소노옹,2025-01-06T08:59:55+09:00,"한국은행이 돈 푼거같은데 코스피
지수가 얼마나가려나.. 나라 큰일난다 !!",252670
투기대회참가자57007,2025-01-05T19:52:49+09:00,곱버스도 국장이다,252670
개미등골브레이커,2025-01-03T13:50:13+09:00,"공수처 퇴각 ㅋㅋㅋㅋ
인버스 ㄱㄱㄱㄱ",252670
됴리뿅,2025-01-03T13:45:43+09:00,1시간봉 이평선 맞고 떨어지는중 여기 강하게 돌파시 숏손절 하면됨^^,252670
1초당10억,2025-01-03T11:00:58+09:00,"인버스 매수 타이밍 오네요.
.",252670
됴리뿅,2025-01-03T10:23:48+09:00,음 매국 7일간ㅋ,252670
리차드DG,2025-01-02T13:30:54+09:00,전 고점 뚫겠네...,252670
1초당10억,2024-12-30T09:55:46+09:00,"코스피 상승 = 개인
코스피 하락 = 기관,외인",252670
무지성불타기,2024-12-29T18:15:43+09:00,국장에서 살건 이거뿐임,252670
빠빠스,2024-12-29T00:42:47+09:00,ㄱㅅ,252670
Carnoxen,2024-12-27T22:24:42+09:00,함 투자해볼까,252670
화끈한흰꼬리땃쥐,2024-12-27T16:50:31+09:00,진짜 IMF 터지기 직전이랑 똑같은 시장상황이네. 대한민국 진짜 망함?,252670
소노옹,2024-12-27T15:13:55+09:00,"1481 환율을 사람들이 한번 봤기때문에
다음주부터 국장흐름은 어떨까..",252670
메시형아,2024-12-27T14:28:58+09:00,3000까지 단숨에 가자,252670
배당이배순이야,2024-12-27T13:54:18+09:00,이거 사도 되나요 지금,252670
10억소년,2024-12-27T12:13:42+09:00,목표가 3100,252670
For4MUSD,2024-12-27T11:09:17+09:00,"원달러 환율, 국장 인버스",252670
주식은돈까스,2024-12-26T14:33:28+09:00,지금 진입하면 늦음?,252670
파멸의전령,2024-12-26T13:56:21+09:00,대국민담화 있는 날마다 이거 추매함,252670
최애의세나에리오,2024-12-26T13:47:21+09:00,"원래같으면 숏에 장기투자 하면서 존버하면 뻘짓이라고 말하고 싶었지만 역시 국장 만큼은 반드시 예외를 만들어버린다.
진짜 국장만큼은 숏 3배 장기투자해도 수익 날거 같아 ㅠ
아니 애초에 코스닥도 아니고 우리나라 대표시장지수인 코스피 숏이 단기 우상향 차트 그리는게 말이 되는지? 그것도 숏 2배고 선물지수인데 ㄷㄷ 심지어 단기치고는 은근 차트가 기네.... 반대로 말해서 코스피 롱은 단기 우하향 한다는 반증이자너 ㅡㅡ
하긴 개미만 못하는 무차입 공매도도 무기한으로 되고 틈만나면 인법 허물벗기라도 하는지 물적분할 해버리고 이러니 더더욱 숏이 인기가 많지. 심지어 파생상품이라고 세금마저 불합리하다니 ㅠㅠ
그냥 대황 니니가 옳았다! 인버스(숏)도 국장이다.",252670
헉거덜덜,2024-12-26T10:25:52+09:00,다 달러로 바꿔가지고 ㅋㅋ미국주식은 안쳐주네 ㅂㄷㅂㄷ,252670
병아리호,2024-12-25T07:38:50+09:00,"한극판 잃어버린 30년은 반드시 온다. 곱버스
평생가즈아!",252670
개미등골브레이커,2024-12-24T10:38:16+09:00,미안하다 런했다,252670
개미등골브레이커,2024-12-24T09:48:45+09:00,"내가사잖아? 그럼 끝났지
다들 수익 축하",252670
맛나요딸기,2024-12-23T14:39:17+09:00,이건 언제 사야합니까?,252670
마소대주주,2024-12-23T12:24:36+09:00,메모,252670
1초당10억,2024-12-23T11:26:08+09:00,.,252670
토맡오스파게티만을고집하는냥이,2024-12-23T09:34:20+09:00,일희일비할 필요 없습니다. 어차피 10년 들고가면 숏이 이겨요.,252670
니누노나뉴,2024-12-20T23:57:07+09:00,이제 슬쩍 튀어,252670
kubectl,2024-12-20T15:43:58+09:00,코스피2000 돌파의 나라,252670
삐융삐,2024-12-20T15:29:52+09:00,와…,252670
올라가자아어,2024-12-20T13:09:28+09:00,캬 어제 푼돈먹고 팔앗네 ㅠ,252670
시골수의사,2024-12-20T11:45:17+09:00,코스피 그냥 깔끔하게 1000 가고 국장은 문닫자 ㅋㅋㅋㅋ,252670
오징어만세다,2024-12-20T11:45:08+09:00,국회의원이 그랬지 국장은 인버스하라고 국장은 인버스만하면된다,252670
